comment_id,annotator_id,entry_number,valence,target_type
2537,3,1,2,7
2540,3,1,1,2
2544,1,1,1,2
2544,3,1,1,2
2547,1,1,2,2
2547,3,1,2,2
2565,1,1,1,2
2565,3,1,2,2
2577,1,1,1,3
2577,3,1,1,3
2579,3,1,1,3
2594,1,1,1,8
2594,3,1,1,8
2611,1,1,2,2
2611,3,1,2,2
2627,1,1,2,2
2627,3,1,2,2
2694,3,1,1,5
2697,1,1,1,5
2697,3,1,2,5
2706,1,1,1,3
2706,3,1,1,3
2709,1,1,2,2
2709,3,1,2,2
2710,1,1,2,2
2710,3,1,2,2
2711,1,1,2,2
2711,3,1,2,2
2722,1,1,1,2
2722,3,1,1,2
2728,1,1,1,5
2728,3,1,1,5
2738,1,1,2,2
2738,3,1,2,2
2739,1,1,1,2
2739,3,1,2,2
2742,1,1,1,2
2742,3,1,2,2
2754,3,1,1,2
2779,1,1,2,5
2779,3,1,2,5
2790,1,1,1,2
2790,3,1,1,2
2793,1,1,1,2
2793,3,1,1,2
2794,1,1,1,2
2794,3,1,1,2
2805,1,1,1,2
2805,3,1,1,2
2810,1,1,2,2
2810,3,1,2,2
2813,1,1,1,2
2813,3,1,1,2
2817,1,1,1,2
2817,3,1,1,2
2829,3,1,1,2
2847,1,1,1,2
2847,3,1,2,2
2848,1,1,1,2
2851,3,1,1,3
2852,1,1,1,2
2852,3,1,1,2
2857,1,1,2,2
2857,3,1,2,2
2860,1,1,2,5
2860,3,1,2,5
2864,1,1,1,3
2864,3,1,1,3
2874,1,1,1,8
2874,3,1,1,8
2879,1,1,1,3
2879,3,1,2,3
2921,1,1,1,3
2921,3,1,1,3
2936,1,1,2,3
2936,3,1,2,3
2948,1,1,2,3
2948,3,1,2,3
2958,1,1,1,3
2958,3,1,1,3
2962,1,1,2,8
2962,1,2,2,2
2962,3,1,2,8
2962,3,2,2,2
2964,1,1,2,2
2964,3,1,2,2
2965,1,1,2,2
2965,3,1,2,2
2969,1,1,2,2
2969,3,1,2,2
2970,3,1,2,2
2971,1,1,2,2
2971,3,1,2,2
2972,1,1,2,2
2972,3,1,2,2
2976,1,1,2,2
2976,3,1,2,2
2978,1,1,2,2
2978,3,1,2,2
2979,1,1,2,2
2979,3,1,2,2
2981,1,1,2,2
2981,3,1,2,2
2982,1,1,2,2
2982,3,1,2,2
2988,1,1,2,2
2988,3,1,2,2
2993,1,1,2,2
2993,3,1,2,2
2994,1,1,2,2
2994,3,1,2,2
2996,1,1,2,2
2996,3,1,2,2
2998,1,1,2,2
2998,3,1,2,2
3018,1,1,1,5
3018,3,1,1,5
3028,1,1,1,5
3028,3,1,1,5
3047,1,1,2,2
3047,3,1,2,2
3074,1,1,1,8
3074,1,2,1,3
3074,3,1,1,8
3074,3,2,1,3
3075,1,1,1,3
3075,3,1,1,3
3081,1,1,1,3
3081,3,1,1,3
3100,1,1,1,3
3100,3,1,1,3
3104,1,1,2,3
3104,3,1,2,3
3105,1,1,2,3
3105,3,1,2,3
3112,1,1,1,3
3112,3,1,1,3
3123,1,1,1,3
3123,3,1,1,3
3125,1,1,2,5
3125,3,1,2,5
3141,1,1,2,3
3141,3,1,2,3
3147,1,1,1,3
3147,3,1,1,3
3153,1,1,2,2
3153,3,1,2,2
3170,1,1,1,2
3170,3,1,1,2
3193,1,1,1,3
3193,3,1,1,3
3194,1,1,2,3
3194,3,1,2,3
3307,1,1,1,3
3307,3,1,1,3
3330,1,1,1,3
3330,3,1,1,3
3332,1,1,2,3
3332,3,1,2,3
3355,1,1,2,6
3355,3,1,2,6
3377,1,1,1,3
3377,3,1,1,3
3382,1,1,1,3
3382,3,1,1,3
3383,1,1,1,3
3383,3,1,1,3
3385,1,1,2,5
3385,3,1,2,5
3407,1,1,2,3
3407,3,1,2,3
3411,1,1,2,3
3411,3,1,2,3
3451,1,1,1,3
3451,3,1,1,3
3458,1,1,1,3
3458,3,1,1,3
3462,1,1,2,3
3462,3,1,2,3
3502,1,1,2,3
3502,3,1,2,3
3503,1,1,1,2
3503,3,1,2,2
3507,3,1,1,3
3511,1,2,2,3
3511,3,1,2,3
3513,1,1,1,2
3513,3,1,1,2
3537,1,1,2,3
3537,3,1,2,3
3538,1,1,1,3
3538,3,1,1,3
3543,1,1,2,3
3543,3,1,2,3
3546,1,1,1,3
3546,3,1,1,3
3547,1,1,2,2
3547,3,1,2,2
3550,1,1,1,2
3550,3,1,2,2
3557,1,1,2,6
3557,3,1,2,6
3563,1,1,1,3
3563,3,1,1,3
3571,1,1,2,3
3571,3,1,2,3
3573,1,1,2,3
3573,3,1,2,3
3574,1,1,1,3
3574,3,1,2,3
3609,1,1,2,6
3609,3,1,2,6
3615,1,1,1,5
3615,3,1,1,7
3616,1,1,2,5
3616,3,1,2,7
3629,1,1,2,5
3629,3,1,2,5
3638,1,1,2,5
3638,3,1,2,5
3640,1,1,1,6
3640,3,1,2,6
3673,1,1,1,3
3673,3,1,1,5
3705,1,1,2,6
3705,3,1,2,6
3713,1,1,2,3
3713,3,1,2,3
3718,1,1,1,5
3718,3,1,1,5
3719,1,1,2,6
3719,3,1,2,6
3735,1,1,2,3
3735,3,1,2,3
3736,1,1,2,3
3736,3,1,2,3
3761,1,1,2,3
3761,3,1,2,3
3763,1,1,1,5
3763,3,1,1,5
3771,1,1,2,6
3771,3,1,2,6
3812,1,1,2,2
3812,3,1,2,2
3832,1,1,1,5
3832,3,1,1,5
3842,1,1,1,3
3842,3,1,2,3
3849,3,1,2,2
3853,1,1,1,5
3853,3,1,1,5
3870,1,1,2,2
3870,3,1,2,2
3881,1,1,2,3
3881,3,1,2,3
3883,1,1,2,3
3883,3,1,2,5
3890,1,1,2,3
3890,3,1,2,3
3898,1,1,2,3
3898,3,1,2,3
3921,1,1,2,3
3921,3,1,2,3
3953,1,1,2,7
3953,3,1,2,7
3960,1,1,2,3
3960,3,1,2,3
3991,1,1,1,3
3991,3,1,1,3
4006,3,1,1,3
4021,1,1,2,3
4021,3,1,2,3
4023,1,1,1,3
4023,3,1,1,3
4027,1,1,2,3
4027,3,1,2,3
4037,1,1,2,3
4037,3,1,2,3
4061,1,1,2,5
4061,3,1,2,5
4065,1,1,2,5
4065,3,1,2,5
4090,1,1,2,3
4090,3,1,2,3
4112,1,1,2,5
4112,3,1,2,5
4122,1,1,2,5
4122,3,1,2,5
4144,1,1,2,5
4144,3,1,2,5
4150,1,1,2,3
4150,3,1,2,3
4160,1,1,2,5
4160,1,2,2,2
4160,3,1,2,5
4160,3,2,2,2
4161,1,1,1,8
4161,3,1,1,8
4174,1,1,1,2
4174,3,1,1,2
4177,3,1,1,5
4191,1,1,2,5
4191,1,2,2,3
4191,3,1,2,5
4191,3,2,2,3
4200,1,1,2,5
4200,3,1,2,5
4214,1,1,2,5
4214,3,1,2,5
4215,1,1,2,7
4215,3,1,2,7
4218,1,1,2,2
4218,3,1,2,2
4224,1,1,2,5
4224,3,1,2,5
4236,1,1,2,2
4236,3,1,2,2
4240,1,1,1,3
4240,3,1,2,3
4248,1,1,2,3
4248,3,1,2,3
4255,1,1,2,3
4255,3,1,2,3
4278,1,1,1,8
4278,3,1,1,8
4312,1,1,1,3
4312,3,1,1,3
4318,3,1,1,3
4323,1,1,2,5
4323,3,1,2,5
4342,1,1,1,8
4342,3,1,2,8
4343,1,1,1,5
4343,3,1,1,8
4346,1,1,1,8
4346,3,1,1,8
4350,1,1,2,3
4350,3,1,2,3
4351,1,1,1,8
4351,3,1,1,8
4352,3,1,1,5
4358,1,1,1,8
4358,3,1,1,8
4382,1,1,2,8
4382,3,1,2,8
4385,1,1,2,8
4385,3,1,2,8
4386,1,1,1,8
4386,3,1,1,8
4411,1,1,1,6
4411,3,1,1,6
4416,1,1,1,8
4416,3,1,1,8
4419,1,1,1,3
4419,3,1,1,3
4444,1,1,2,8
4444,3,1,2,8
4445,1,1,1,8
4445,3,1,1,8
4453,1,1,2,8
4453,3,1,2,8
4462,1,1,2,2
4462,3,1,2,2
4469,1,1,1,3
4469,3,1,1,3
4470,1,1,2,8
4470,3,1,2,8
4479,1,1,1,8
4479,3,1,1,8
4483,1,1,1,8
4483,3,1,1,8
4484,1,1,2,3
4484,3,1,2,3
4495,1,1,1,8
4495,3,1,1,8
4497,1,2,2,2
4497,3,1,2,2
4504,1,1,2,7
4504,3,1,2,7
4506,1,1,1,8
4506,3,1,1,8
4508,1,1,2,2
4508,3,1,2,2
4517,1,1,2,2
4517,3,1,2,2
4520,1,1,1,8
4520,3,1,1,8
4524,1,1,2,2
4524,3,1,2,2
4526,1,1,1,8
4526,3,1,1,8
4527,1,1,2,8
4527,3,1,2,8
4532,1,1,1,8
4532,3,1,1,8
4533,1,1,1,8
4533,3,1,1,8
4536,1,1,1,8
4536,3,1,1,8
4537,1,1,1,8
4537,3,1,1,8
4556,1,1,2,2
4556,3,1,2,2
4564,1,1,2,7
4564,3,1,2,7
4568,1,1,1,8
4568,3,1,1,8
4573,1,1,2,8
4573,3,1,2,8
4580,1,1,1,8
4580,3,1,1,8
4581,1,1,1,8
4581,3,1,1,8
4582,1,1,1,8
4582,1,2,1,3
4582,3,1,1,8
4582,3,2,1,3
4583,1,1,1,2
4583,3,1,2,2
4585,1,1,2,3
4585,3,1,2,3
4588,1,1,1,8
4588,3,1,1,8
4589,1,1,1,6
4605,1,1,2,3
4605,3,1,2,3
4640,1,1,1,6
4640,3,1,2,6
4663,1,1,1,3
4663,1,2,1,8
4663,3,1,1,3
4663,3,2,1,8
4679,1,1,1,2
4679,3,1,2,2
4704,1,1,2,2
4704,3,1,2,2
4707,1,1,2,7
4707,3,1,2,7
4715,1,1,2,3
4715,3,1,2,3
4727,1,1,1,8
4727,3,1,1,8
4729,1,1,1,8
4729,3,1,1,8
4737,1,1,2,3
4737,3,1,2,3
4738,1,1,2,7
4738,3,1,2,7
4760,1,1,2,3
4760,3,1,2,3
4779,1,1,2,3
4779,3,1,2,3
4783,1,1,2,5
4783,3,1,2,5
4786,1,1,2,5
4786,3,1,2,5
4809,1,1,1,8
4809,3,1,1,8
4810,1,1,1,8
4810,3,1,1,8
4817,1,1,1,8
4817,3,1,1,8
4821,1,1,1,8
4821,3,1,1,8
4823,1,1,1,5
4823,3,1,1,5
4829,1,1,1,5
4829,3,1,1,5
4833,1,1,2,3
4833,3,1,2,3
4856,1,1,1,5
4856,3,1,1,5
4864,1,1,2,5
4864,1,2,1,3
4864,3,1,2,5
4864,3,2,1,3
4870,3,1,1,3
4881,1,1,2,6
4881,3,1,2,6
4883,1,1,2,5
4883,3,1,2,5
4893,1,1,2,5
4893,3,1,2,5
4914,1,1,1,2
4914,3,1,1,2
4919,1,1,1,3
4919,3,1,1,3
4925,1,1,1,3
4925,3,1,1,3
4977,1,1,2,5
4977,3,1,2,5
4978,1,1,2,3
4978,3,1,2,3
5000,1,1,2,2
5000,3,1,2,2
5002,1,1,1,5
5002,3,1,1,5
5006,1,1,1,2
5006,3,1,2,2
5026,1,1,1,5
5026,3,1,2,5
5038,1,1,1,6
5038,3,1,2,6
5049,1,1,1,2
5049,3,1,1,2
5052,1,1,2,2
5052,3,1,2,2
5066,1,1,2,5
5066,3,1,2,5
5079,1,1,2,2
5079,3,1,2,2
5110,1,1,1,2
5110,3,1,1,2
5121,1,1,1,8
5121,3,1,1,8
5143,1,1,2,3
5143,3,1,2,3
5147,1,1,1,2
5147,3,1,2,2
5165,1,1,1,6
5165,3,1,1,6
5170,1,1,2,3
5170,3,1,2,3
5179,1,1,2,3
5179,3,1,2,3
5189,1,1,1,8
5189,3,1,1,8
5205,1,1,1,2
5205,3,1,2,2
5216,1,1,1,8
5216,3,1,1,8
5228,1,1,2,2
5228,3,1,2,2
5231,1,1,2,3
5231,3,1,2,3
5257,1,1,1,5
5257,3,1,2,5
5276,1,1,1,3
5276,3,1,2,3
5294,1,1,2,5
5294,3,1,2,5
5333,1,1,2,3
5333,3,1,2,3
5336,3,1,1,3
5364,1,1,2,7
5364,3,1,2,7
5365,1,1,1,3
5365,3,1,1,3
5395,1,1,2,5
5395,3,1,2,2
5398,1,1,2,2
5398,3,1,2,2
5402,1,1,2,2
5402,3,1,2,2
5409,1,1,2,2
5409,3,1,2,2
5419,1,1,2,2
5419,3,1,2,2
5428,1,1,2,2
5428,3,1,2,2
5430,1,1,1,2
5430,3,1,1,2
5432,1,1,1,2
5432,3,1,2,2
5435,1,1,1,2
5435,3,1,1,2
5437,1,1,2,2
5437,1,2,1,3
5437,3,1,2,2
5437,3,2,2,3
5448,1,1,2,2
5448,3,1,2,2
5452,1,1,2,2
5452,3,1,2,2
5457,1,1,2,2
5457,3,1,2,2
5464,1,1,2,2
5464,3,1,2,2
5465,1,1,2,2
5465,3,1,2,2
5473,1,1,2,2
5473,3,1,2,2
5483,1,1,2,5
5483,3,1,2,5
5484,1,1,1,2
5484,3,1,2,2
5489,1,1,2,3
5489,3,1,2,3
5493,1,1,1,2
5493,3,1,2,2
5497,1,1,2,5
5497,3,1,2,5
5502,1,1,1,2
5502,3,1,1,2
5515,1,1,2,2
5515,3,1,2,2
5517,1,1,2,2
5517,3,1,2,2
5519,1,1,2,2
5519,3,1,2,2
5520,3,1,1,3
5521,1,1,2,2
5521,3,1,2,2
5534,1,1,1,3
5534,3,1,1,3
5538,1,1,2,2
5538,3,1,2,2
5539,1,1,2,3
5539,3,1,2,3
5553,1,1,1,2
5553,3,1,1,2
5554,1,1,1,5
5554,3,1,2,5
5583,1,1,2,3
5583,3,1,2,3
5584,1,1,1,3
5584,3,1,1,3
5588,1,1,2,3
5588,3,1,2,3
5594,1,1,1,3
5594,3,1,2,3
5610,1,1,2,2
5610,3,1,2,2
5611,1,1,2,3
5611,3,1,2,3
5614,3,1,1,5
5621,1,1,2,2
5621,3,1,2,2
5622,1,1,2,3
5622,3,1,2,3
5643,1,1,2,2
5643,3,1,2,2
5647,1,1,1,3
5647,3,1,1,3
5654,1,1,1,3
5654,3,1,2,3
5662,1,1,2,2
5662,3,1,2,2
5675,1,1,2,3
5675,3,1,2,3
5682,1,1,2,5
5682,3,1,2,5
5707,1,1,2,7
5707,3,1,2,7
5716,1,1,1,2
5716,3,1,2,2
5766,1,1,2,8
5766,3,1,2,8
