post_id,page_id,post_message,post_story,created_at,like_count
79,2,"Viele Branchen verdienen gut an der Flüchtlingskrise und der deutsche Steuerzahler zahlt. Teilweise fahren Flüchtlinge für ein paar hundert Meter zum Arztbesuch mit dem Taxi. Schaut euch das Video in dem Beitrag an.

http://www.mdr.de/exakt/fluechtlingswelle100.html",NULL,"2016-01-30 11:24:00",0
80,2,"Hammerpost von Felix Baumgarter

https://www.facebook.com/FelixBaumgartner/posts/10153949158828804:0","Ich bin Patriot, aber kein Nazi shared Felix Baumgartner's photo.","2016-01-30 14:32:00",0
81,2,"Die Kurzfassung der Verfassungsbeschwerde von Professor Schachtschneider und ein Ein Prozent für unser Land ist nun online und kann eingesehen werden. Ein Ziel: die Amtsenthebung von Angela Merkel und  Sigmar Gabriel!",NULL,"2016-01-30 09:11:02",0
82,2,"Diese Aussage Petrys treibt den Hochleistungs-Gutmenschen den Schaum vor den Mund. 

Doch merke:

 § 11 Schußwaffengebrauch im Grenzdienst

(1) Die in § 9 Nr. 1, 2, 7 und 8 genannten Vollzugsbeamten können im Grenzdienst Schußwaffen auch gegen Personen gebrauchen, die sich der wiederholten Weisung, zu halten oder die Überprüfung ihrer Person oder der etwa mitgeführten Beförderungsmittel und Gegenstände zu dulden, durch die Flucht zu entziehen versuchen. Ist anzunehmen, daß die mündliche Weisung nicht verstanden wird, so kann sie durch einen Warnschuß ersetzt werden.
(2) Als Grenzdienst gilt auch die Durchführung von Bundes- und Landesaufgaben, die den in Absatz 1 bezeichneten Personen im Zusammenhang mit dem Grenzdienst übertragen sind.","Ich bin Patriot, aber kein Nazi shared tagesschau's photo.","2016-01-30 23:39:52",0
83,2,"""Sie müssen alle an der Grenze abgewiesen werden!""

COMPACT-Magazin hat die gestrige Pressekonferenz in Berlin zur Verfassungsbeschwerde von Prof. Schachtschneider und Ein Prozent für unser Land in voller Länge aufgezeichnet. Hier das Video:","Ich bin Patriot, aber kein Nazi shared Ein Prozent für unser Land's post.","2016-01-31 14:22:25",0
84,2,"""Es schmerzt. Es beängstigt. Es kränkt. Warum, warum frage ich mich, muss ich mich gegen meine Freunde stellen, warum jenen widersprechen, die mir nahe sind? Warum muss ich fürchten, nicht verstanden zu werden, warum muss ich fürchten, zu verlieren, was mir lieb und recht ist? Gewiss kennt ihr das brennende, nagende Gefühl der inneren Zerissenheit, die zu beiden Seiten nach euch zerrt und euch in Ketten legt. Die eine Kette zerrend hin zum Recht, hin zu den eigenen Idealen, hin zu dem, was man als gut und richtig, vor allem als notwendig erkannt hat, die andere zerrend hin zur Gemeinschaft, zur Bequemlichkeit, zur vermeintlichen Sicherheit, dem sozialen Auffangbecken, das einen schützt vor dem Sturm des politischen Kampfes, das einen bequem einlullt mit Musik, Feiern und viel zu Lachen. Wer will denn durch die Tür treten, alleine in den kalten Regen hinaus, der einem stürmisch ins Gesicht schlägt, während alle anderen noch in der warmen Stube hocken und ihre Gesellschaft bei gutem Getränk genießen und das Leben feiern? Das Unwetter ist schließlich nur draußen, warum sollte man sich dem also stellen! [...]""","Ich bin Patriot, aber kein Nazi shared Young-German's post.","2016-01-31 17:57:27",0
85,2,"Flüchtlinge kosten Deutschland bis 2017 rund 50 Milliarden Euro!",NULL,"2016-02-01 09:30:18",0
86,2,"""Das ist jetzt die Stunde, wo wir uns mit der juristischen Potenz von Professor Schachtschneider entschlossen haben, die Dinge selbst ins Rollen zu bringen und aufzuzeigen: das Vertrauen in die Politik ist jetzt am Ende. Jetzt muss der Bürger selbst handeln.""

Ein Prozent für unser Land hat die wichtigsten Aussagen der Pressekonferenz mit Prof. Schachtschneider zusammengefasst:",NULL,"2016-02-01 16:47:31",0
87,2,"Singles und Fachkräfte mit Niveau ;-)","Ich bin Patriot, aber kein Nazi shared Marburger Burschenschaft Germania's photo.","2016-02-01 17:54:46",0
88,2,"#Deutschland ist ein merkwürdiges Land: Wer die gültige Rechtslage zitiert, macht sich verdächtig, radikal zu sein. @FraukePetry #AfD",NULL,"2016-02-01 22:30:05",0
89,2,"Polizei findet Brandsatz an #ICE-Strecke zwischen #Berlin und #Hannover. Die Strafverfolgungsbehörden vermuten die Hintermänner in der linksextremen Szene!",NULL,"2016-02-01 22:50:27",0
90,2,"""Der Berliner Senat verhandelt mit einer Hotelkette über die längerfristige Anmietung von 10.000 Hotelplätzen für Flüchtlinge. Da der Senat dem Vernehmen nach Interesse an einer mehrjährigen Laufzeit des Mietvertrags hat, liefe es auf ein Volumen von mindestens 600 Millionen Euro hinaus (...)""",NULL,"2016-02-01 23:15:15",0
91,2,"Die Krise ist gelöst! Statt unsere Werte zu lernen kriegen Flüchtlinge jetzt erstmal neue Scheisshäuser! ;-)",NULL,"2016-02-01 23:42:03",0
92,2,"In den letzten Tagen konnten wir mal wieder eine enorme mediale Hetzjagd gegen die AfD mitverfolgen. Grund dafür war die Äußerung von Frauke Petry, in der sie den Gebrauch von Schusswaffen zur Verteidigung der Außengrenzen ansprach und somit nur an geltendes Recht erinnerte. Man muss hier nochmal klar betonen, dass dies kein neuer Vorstoß Seitens der AfD war, sondern NUR - AN - GELTENDES - RECHT - ERINNERT WURDE. Nun ist uns ein anderer Bericht in die Hände gefallen, in den ein CDU Abgeordneter einen tatsächlich Vorstoß wagt. Und zwar möchte er gerne die Rechte der Polizei ausweiten,  dass auch schneller Schusswaffen eingesetzt werden dürfen. Und was passiert?  Nichts!

""Ein niedersächsischer Landtagsabgeordneter fordert eine drastische Ausweitung der Rechte für Polizeibeamte: Bei Ausschreitungen wie in der Silvesternacht in Köln sollen sie auch Schusswaffen einsetzen dürfen. Die Polizei ist jedoch wenig begeistert.""",NULL,"2016-02-03 08:00:15",0
93,2,"+ + Schweizer Schule führt Deutsch-Pflicht auf dem Pausen-Hof ein + +

Eine Schweizer Primarschule führt eine strenge Sprachregelung ein: Auf dem Schul-Gelände muss Deutsch gesprochen werden. Wer sich nicht daran hält, dem drohen Strafen bis zu 550 Franken.",NULL,"2016-02-03 10:00:23",0
94,2,"Heiko Maas hat seine ""Task force gegen Hetze im Internet"", sprich die Denunziantentruppe um den ehemaligen Stasi Spitzel Anetta Kahane von der Leine gelassen. 

Maas`Truppe gegen die Meinungsfreiheit hat sich sogleich an die Arbeit gemacht und auch unsere Seite mit kindischen Schikanen belegt, 5 Tage langen dürften wir keine Bilder mehr posten oder Videos hochladen. Also: Wer sich nicht politisch korrekt äußert wird mundtot gemacht. 

Denkt daran unsere Ersatzseite Ich bin Patriot und kein Nazi zu liken. Eine Löschung dieser und auch anderer patriotischer Seiten wird jedenfalls immer wahrscheinlicher. Deswegen: Vernetzt euch, helft euch gegenseitig, geht auf die Straße und nehmt bei den nächsten drei Landtagswahlen größtmöglichen Einfluss.

Vielen Dank bis hierhin für eure großartige Unterstützung über Jahre hinweg! 
>> Wir schaffen das! <<   :-p",NULL,"2016-02-02 15:16:36",0
95,2,"Im Schleswig-Holsteinischen Kiel wurde Montag ein 30 jähriger Turkmene verhaftet. Er hatte am Sonntag ein 7 Jahre altes Mädchen von einem Spielplatz gelockt und anschließend in seiner Wohnung schwer sexuell missbraucht.
Anschließend ließ er das Kind frei, welches sich dann der Mutter anvertraute. Die Mediziner der Polizei stellten schwere Verletzungen fest.

Warum berichten wir von diesen menschlichen Abgründen? 
Weil der Täter bereits verdächtigt wurde am 6. Januar ein 5 Jahre altes Mädchen sexuell bedrängt zu haben. 

Unsere Justiz ist ein Witz!",NULL,"2016-02-02 18:00:41",0
96,2,"Selbst CDU-Topmann Wolfgang Bosbach nimmt die AfD in Schutz.",NULL,"2016-02-02 20:00:00",0
97,2,"Seehofer macht viel Wind, lässt aber keine Taten folgen. Typisch für unsere bundesdeutsche Politikerkaste. Die Bürgerinitiative EinProzent hat diesen Betrug am Wähler zusammengefasst und ein interessantes Fazit gezogen:

Fast jeder zweite Deutsche könnte sich potenziell auch Schachtschneiders Verfassungsbeschwerde anschließen!","Ich bin Patriot, aber kein Nazi shared Ein Prozent für unser Land's post.","2016-02-02 19:11:18",0
98,2,"Die voraussichtlichen Kosten der Asylkrise wird dem deutschen Steuerzahler knapp 50 Milliarden Euro bis Ende 2017 kosten. Geld, dass wir anscheinend im Überfluss besitzen, da trotz allen dem Herr Schäuble an der schwarzen Null festhalten und somit die Ausgaben ""effizienter"" gestalten möchte. Aha, jahrzehntelang war es nicht möglich unseren Alten oder Kranken mehr Geld für ein menschenwürdiges zu geben, aber JETZT gibt es augenscheinlich Geld im Überfluss! In den letzten Jahren hat deutschen mehrere hunderte Milliarden in Griechenland und In die EU gepumpt. Jetzt werden weitere Milliarden in die Verpflegung und Unterbringung von Asylanten gesteckt. Ich frage mich, wissen diese Idioten eigentlich, dass WIR dieses Geld ran schaffen?! Das diese Idioten mit UNSEREM Geld umgehen, als wäre es denen ihres?! Fassungslos.. und wir sind weiterhin so blöd und stecken denen abermilliarden in den Rachen!

http://www.welt.de/debatte/kommentare/article151777610/Die-Fluechtlingskosten-laufen-aus-dem-Ruder.html",NULL,"2016-02-03 12:00:14",0
99,2,"Wenn die Deutschen zusammenhalten, dann.....!
Voll endet diesen Satz! ?","Ich bin Patriot, aber kein Nazi shared German Patriots's photo.","2016-02-03 14:20:05",0
100,2,"+ + Eil Meldung + +",NULL,"2016-02-03 16:00:13",0
101,3,"Marine Le Pen, Vorsitzende der französischen Partei FRONT NATIONAL und eine von 2 Fraktionsvorsitzenden der Fraktion ENF (Europa der Nationen und der Freiheit) im Europäischen Parlament, mit #Klartext an Angela Merkel. (y)

https://www.youtube.com/watch?v=KmzS-BOfGcY

#PEGIDA #FN #MLP #ENF #AufDieStraße #MontagIstPegidaTag",NULL,"2015-10-22 17:03:02",0
102,3,"Schon mal daran gedacht, dass die allerallermeisten Flüchtigen sowieso wieder gehen MÜSSTEN und die wenigen die vorerst bleiben DÜRFTEN, auch wieder gehen MÜSSTEN, wenn der Fluchtgrund nicht mehr existiert? 

Also, dann brauchts auch keine neuen Städte mit ""Moschee im Zentrum"", habt ihr völlig den Verstand verloren ihr #Naivmenschen?

Ja, das war eine rein rhetorische Frage. :-) 

http://www.welt.de/politik/deutschland/article147740932/Willkommen-in-Neu-Aleppo-der-Stadt-fuer-Fluechtlinge.html

#PEGIDA #Absurdistan #AufDieStraße #Islamisierung",NULL,"2015-10-22 18:30:00",0
103,3,"Der Zusammenbruch Europas, heute zuerst im Programm, Österreich. (y)

(...)""Wir werden völlig überrannt"" - ""Festung um Europa"" gefordert - Österreichs Innenministerin besucht Grenze Spielfeld(...)

Österreichs Innenministerin, Frau Johanna Mikl-Leitner, bisher auch eine aus der ""Wir schaffen das"" Sekte, macht jetzt einen auf realistisch und Seehofert ein wenig herum, man darf gespannt sein! 

(...)Innenministerin Johanna Mikl-Leitner besucht Grenze in Spielfeld und findet klare Worte. In Slowenien warten 12.600 Migranten, 60.000 werden in den nächsten Tagen insgesamt erwartet.(...)

#PEGIDA #AufDieStraße #GrenzenDICHT",NULL,"2015-10-23 12:00:52",0
104,3,"Am morgigen Samstag, zeigt auch #PEGIDA Nürnberg wieder Gesicht, schließt euch an, #FürDieFreiheit! (y)

#AufDieStraße","PEGIDA shared PEGIDA Nürnberg's event.","2015-10-23 12:25:33",0
105,3,"""Alle vier Jahre ein Kreuzchen machen ist doch nicht der Gipfelpunkt der Volksherrschaft. Volksentscheide sind manchmal sogar der einzige Weg, Politik aus ihrer Selbstblockade zu befreien.""  

Sigmar Gabriel in der  ""Bild am Sonntag"" am 11. Juli 2010

RICHTIG Herr Gabriel, MACHEN sie es einfach, organisieren sie sich die 2/3 Mehrheit im Bundestag und Bundesrat und schaffen sie die Möglichkeit für Volksentscheide auf Bundesebene! (y)

#DresdnerThesen ---->  http://www.i-finger.de/dresdner-thesen.pdf

#PEGIDA #AufDieStraße #DirekteDemokratieJETZT","PEGIDA shared Siegfried Daebritz's photo.","2015-10-23 12:55:36",0
106,3,"Der Zusammenbruch Europas, jetzt, nach Österreich, als nächstes im Programm, #Schwedistan. 

(...)Schwedens Premier: „Wir sind an der Grenze unserer Kapazitäten”(...)

Das Multikultiparadies Schweden ist am Ende, einzig und allein die SCHWEDENDEMOKRATEN, leisten Widerstand gegen die #Islamisierung des überrannten skandinavischen Landes. (y)

https://www.facebook.com/Sverigedemokraterna 

(...)Die Schwedendemokraten (SD) denken diese großzügige Asylpolitik habe ihr Land in eine Katastrophe geführt und verlangen nun eine Volksabstimmung über die Flüchtlingsfrage und eine Anzeigenkampagne, so wie in Dänemark.

„Wir wollen mit Annoncen in ausländischen Zeitungen erklären, dass das Schlaraffenland, das sie in Schweden suchen, nicht länger existiert“, sagt SD-Parteichef Jimmie Åkesson.(...)

#PEGIDA #AufDieStraße #Schweden #Sverige #Sverigedemokraterna #Schwedendemokraten",NULL,"2015-10-23 13:49:42",0
107,3,"Gestern teilten wir etwas von Alice ""Emma"" Schwarzer, sofort heulten die Sirenen der Empörung auf. :-)

Nachschlag gefällig?

Ihr lest den Text auf dem Bild, dazu hier noch ein Interview mit Alice Schwarzer aus dem Jahren 2003, geführt von Roger Köppel. (y)

Ein Auszug:

(...)Sie meinen, wenn man Arabern zu lange in die Augen guckt, schlagen sie zu?

Nicht bei Ihnen, Herr Köppel, Sie haben das richtige Geschlecht. (Lacht) Reden wir ernsthaft: Ein Kölner Polizist hat mir kürzlich erzählt, siebzig oder achtzig Prozent der Vergewaltigungen in Köln würden von Türken verübt. Ich habe ihn gefragt: Warum sagen Sie das nicht, damit wir an die Wurzeln des Problems gehen können? Er antwortete: Das dürfen wir ja nicht, Frau Schwarzer, das gilt als Rassismus.(...)

http://www.aliceschwarzer.de/artikel/ich-bin-es-leid-eine-frau-zu-sein-264727

#PEGIDA #AufDieStraße #MontagIstPegidaTag",NULL,"2015-10-23 14:56:25",0
108,3,"----- Update zum letzten Beitrag ""Merkel will Flüchtlinge direkt in Nahost abholen"" ------

(...)Der Focus hat gerade ein Dementi veröffentlicht, wonach der Guardian-Bericht, dass Merkel Flüchtlinge in Nahost abholen lassen will, nicht stimmt. Die britische Zeitung schrieb, das Merkel Hunderttausende Menschen aus Nahost abholen lassen will.(...)

Wir bleiben dran, der FOCUS hat die Meldung ja auch zuerst gebracht, WUNDERN würde uns das ganze nicht und damit ist jetzt nicht das Dementi gemeint. (y)",NULL,"2015-10-23 16:28:20",0
109,3,"Das Grinsen zum Nachmittag! (y) :-)

www.wiedenroth-karikatur.de

Berechnungsmethoden der Lügenpresse: Zahlen von ""bösen"" Demonstranten halbieren, von ""guten"" Gegendemonstranten verdreifachen. 

#PEGIDA #AufDieStraße #Journaille #MontagIstPegidatag","PEGIDA shared Siegfried Daebritz's photo.","2015-10-23 16:46:11",0
110,3,"Na sowas aber auch, DAS überrascht uns jetzt aber alle, wie konnte das nur passieren?! 

(...)ARD räumt ein: In den Berichten von „Tagesschau“ und „Tagesthemen“ werde nicht immer ein richtiges Bild der nach Deutschland drängenden Immigranten gezeigt. Oft würde bei der Bildauswahl versucht, ein „Familienbild“ zu vermitteln. Tatsache sei aber, dass „80 Prozent der Flüchtlinge junge, kräftig gebaute alleinstehende Männer sind“.(...)

Und dann wundern sich diese Zauberlehrlinge über Begriffe wie #Lügenpresse, #Journaille oder #Presstituierte, ihr seid schon richtige Füchse! (y)

Wir sagen dazu, es hat sich AusGEZahlt, wenn ihr in Sachsen gemeldet seid, anklicken ----> https://volksbegehren-sachsen.de , ausdrucken, ausfüllen, abschicken! (y)

#PEGIDA #AufDieStraße #MontagIstPegidaTag",NULL,"2015-10-23 17:03:02",0
111,3,"Interview mit RT International, hier auf Deutsch übersetzt:

""Es gibt bis heute keine öffentliche Debatte über die Bedrohung durch den Salafismus und über die zu erwartenden Veränderungen in unserer Gesellschaft, die Hunderttausende von männlichen, muslimischen Asylbewerbern verursachen werden.

Im Gegenteil, diese Diskussionen werden in Deutschland unterdrückt, der Zorn unseres Establishments richtet sich gegen die eigenen Bürger, gegen diejenigen, die in patriotischer Liebe zu ihrem Land stehen.

In einer angeblich demokratischen Gesellschaft muss es ja wohl möglich sein, einen offenen Diskurs über die Gefahren der unkontrollierten Asyl-Flutung zu führen. Stattdessen versuchen diese linken ""keine Grenze, keine Nation"" Ideologen jede Debatte zu verhindern.

Aber ist es nicht ganz natürlich, dass die Menschen besorgt sind über den Verlust ihrer Heimat, ihrer Werte, ihrer Kultur und letztendlich auch ihrer Freiheit?

Es gibt nicht einmal eine politische Partei in Deutschland, die sich diesen Sorgen der Deutschen ernsthaft annimmt.""

#PEGIDA #AufDieStraße #MontagIstPegidaTag #DresdnerThesen",NULL,"2015-10-23 19:31:21",0
112,3,"Wir sind in der Lage, Tag für Tag, Woche für Woche und Monat für Monat, tausende Menschen an Flughäfen zu registrieren und zu kontrollieren.
Aber wir sind nicht im Stande dazu, dies auch an unseren Grenzen durchzuführen!?

#MerktEuchDieNamen #Lügenpresse #LinksfaschistenStoppen #KeinFussBreitLinkenFaschisten #SAntifa #Antifanten #MontagIstPegidaTag",NULL,"2015-10-23 21:32:57",0
113,3,"Wann begreifen die journalistischen Tiefflieger, dass weder Thügida noch Dügida (glaub M. Dittmer macht das?) zu PEGIDA gehören? 

Alle offiziellen Ableger von Pegida haben sich zum Positionspapier von Pegida, den Dresdner Thesen und der demokratischen Grundordnung bekannt und führen den Namen Pegida +Region im Namen.

Auch ist in den Satzungen der offiziellen Pegida-Vereine jeweils ganz fest eine Extremismus-Klausel verankert, welche ein ""Abdriften"" in Richtung Links- oder Rechtsextremismus unmöglich macht. 

Unfassbar, wie die breit aufgestellte Bürgerbewegung diffamiert wird, wegen Leuten, die unseren Namen missbrauchen indem sie sich irgendwie als x-Gida benennen! Beste Beispiele für Missbrauch sind ""GIDA-Regional,  Thügida, Dügida, HH-Gida"" usw. 

EINZIG LEGIDA ist, aufgrund der hervorragenden Arbeit des Teams um Markus in Leipzig und da es mittlerweile eine echte Marke und Institution geworden ist, berechtigt, den mittlerweile weithin bekannten Namen zu behalten und sich nicht in Pegida-Leipzig umbenennen!

Eine Liste der offiziellen Ableger findet Ihr auf der Facebookseite ""Pegida Deutschland"". 

#PEGIDA #MontagIstPegidaTag #PegidaDieEchteAlternative #PegidaDieEinzigeAlternative","PEGIDA shared Lutz Bachmann's photo.","2015-10-23 22:14:16",0
114,3,"(...)UNO: Tschechien ist islamfeindlich und behandelt die Migranten schlecht(...)

Durchhalten, Solidarität mit Tschechien! (y)

(...)Die UNO wirft Tschechien eine systematische Verletzung der Menschenrechte und eine Abschreckungspolitik gegen Flüchtlinge vor. Die Regierung wies die Kritik umgehend zurück. Präsident Zeman warnt weiterhin vor islamischem Fundamentalismus.(...)

#PEGIDA #Tschechien #Czech #AufDieStraße #MontagIstPegidaTag #DirekteDemokratieJETZT #GrenzenDICHT",NULL,"2015-10-24 11:38:56",0
115,3,"(...)Verheimlicht die Polizei brisante Straftaten?(...)

Ach Quatsch, die traumatisierten Ärzte, Ingenieure und Raketenwissenschaftler machen doch nix und daher ist das bestimmt nur Stimmungsmache gegen Asylforderer, oder? 

NEIN, ist es nicht. Es wird systematisch versucht, die Menschen für dumm zu verkaufen, es werden Statistiken gefälscht und die neueste Masche ist das sogenannte ""Anonymisieren"" von Einsatzprotokollen und Strafanzeigen. 

So wird versucht, das Bild der armen, hilfsbedürftigen Menschen aufrecht zu erhalten solang es geht. 

Und so können Teile von ihnen weiter stehlend, raubend, vergewaltigend und mordend durch Europa ziehen (während die wirklich Hilfsbedürftigen im Kriegsgebiet sitzen und für Ihre Länder kämpfen) , ohne das die europäische Bevölkerung vom wahren Ausmaß erfährt. 

Aus dem Artikel:

""... Viele dieser Fälle, die als ""relevante Ereignisse"" erachtet werden, sind der Öffentlichkeit vorenthalten worden... ""

und:

"" Keine Pressemeldungen gab es zur Besetzung einer Arztpraxis, der Bedrohung einer Augenärztin oder ""tumultartigen Szenen"" in einer Lübecker Erstaufnahmeeinrichtung mit mindestens 100 Beteiligten. Aus internen Aufzeichnungen geht hervor, dass letzterer Vorfall nicht ohne das Mitwirken zufällig anwesender Bundeswehrsoldaten hätte bewältigt werden können.""

Der Regionalchef der Kieler Nachrichten, Michael Kluth, berichtet von Politikmaulkorb für sein Blatt:

""... sei die Redaktion am Donnerstagnachmittag von der Landespolizei aufgefordert worden, auf eine Berichterstattung über die ""Lagebilder Flüchtlingsthematik"" zu verzichten. Das Blatt würde mit dem heiklen Text ""zündeln""...."" 

Er sagt dazu: ""Der Mut zur Realität hat sich in Polizei und Politik offenbar noch nicht hinreichend durchgesetzt.""

Die Presse ""zündelt"" also, wenn sie die Wahrheit über die Flüchtlingsthematik veröffentlicht? 

Es entwickelt sich immer mehr zum totalitären Regime und #IMErika sich zur Diktatorin. Wer hier keine Übereinstimmungen mit den 30ern und 80ern erkennt, dem ist nicht zu helfen! 

#MerktEuchDieNamen #MerkelMussWeg #FastSonderschülerSigmar #ClaudiaFatimaRoth #MischpokeCem #GöringEckardt #Bundesgauckler #BundesinnenMisere #AusDenPalästenJagen #Volksverräter 


http://m.welt.de/politik/deutschland/article147987206/Verheimlicht-die-Polizei-brisante-Straftaten.html",NULL,"2015-10-24 13:09:14",0
116,3,"(...)Orban: ""Einmarsch einer Invasionsarmee""(...)

Orbán Viktor mal wieder mit #Klartext, dieses mal auf dem ""Kongress der Europäischen Konservativen in Madrid"", an dem auch unsere bunte Kanzlerin, Frau Dr. Angela ""Die Raute des Grauens"" Merkel teilnahm. (y)

Vielleicht hat sie ja was verstanden...........Nee, war Spaß. ;-)

(...)Der ungarische Staatschef Viktor Orban hat wieder einmal mit einem markigen Sager zur Flüchtlingskrise für Aufregung gesorgt. Bei einem Parteikongress in Madrid erklärte er, dass es sich bei dem Zustrom nach Europa um den ""Einmarsch einer Invasionsarmee"" handle und nicht um Kriegsflüchtlinge. Orban rief dazu auf, das ""Erbe Europas"" gegenüber einer ""vorwiegend männlichen Migrationsbewegung zu verteidigen"".

""Wir stehen nicht einer Flüchtlingskrise gegenüber"", sagte Orban am Donnerstag beim Kongress der Europäischen Konservativen in Madrid. ""Das ist eine Migrationsbewegung bestehend aus Wirtschaftsmigranten, Flüchtlingen und ausländischen Kämpfern."" Alle Menschen hätten ein Recht auf Sicherheit und Würde, nicht aber auf ein Leben wie in Ungarn oder Deutschland. 70 Prozent der Ankömmlinge seien Männer, ""die den Anschein einer Armee haben"", so Orban.

An dem Kongress nahmen auch andere europäische Spitzenpolitiker teil, so etwa Deutschlands Bundeskanzlerin Angela Merkel und EU- Ratspräsident Donald Tusk. Letzterer beklagte dabei, Europa habe ""die Fähigkeit verloren"", seine Grenzen zu verteidigen.(...)

#PEGIDA #Orban #Fidesz #AufDieStraße #Ungarn #Hungary #GrenzenDICHT",NULL,"2015-10-24 13:30:59",0
117,3,"(...)Kinderbräute - Wenn die 14-jährige Ehefrau Asyl beantragt(...)

Wie diverse Sicherheitsdienste aus den Heimen ""unter der Hand"" berichten, ist nicht alles eine ""Familie"", was nach einer Familie aussieht, wir finden, auf dieses spezielle und äusserst widerliche Thema, sollte im öffentlichen Diskurs intensiver eingegangen werden. 

(...)(...)Kinderheirat ist ein weltweites Problem. Auch unter den syrischen Flüchtlingen steigt die Zahl der Minderjährigen, die verheiratet werden. Was passiert, wenn diese Mädchen in Europa ankommen?

Am 31. August verschwand in der Erstaufnahmeeinrichtung in Ter Apel, im Norden der Niederlande, ein Kind. Fatema Alkasem, 14 Jahre alt, Syrerin. Ihr Foto wurde landesweit verbreitet, auch die deutsche Polizei half bei der Suche. Doch alle Anstrengungen waren vergebens. Das Kind blieb verschwunden. Fatema ist hochschwanger.(...)

Die Anhänger der Religion des Friedens™, können ja ihrem Propheten nacheifern, aber dann bitte NUR in ""ihren"" Ländern, derartige, mittelalterliche Zustände, möchten wir im zivilisierten Europa NICHT haben! 

https://de.wikipedia.org/wiki/Aischa_bint_Abi_Bakr

(...)ʿĀ'ischa bint Abī Bakr (arabisch عائشة بنت أَبي بكر, DMG ʿĀʾiša bint Abī Bakr) (geb. 613[1] oder 614; gest. 678 in Medina) war die dritte und jüngste der zehn Frauen des islamischen Propheten Mohammed.

Den islamischen Überlieferungen zufolge war Aischa beim Eheschließungsvertrag mit Mohammed sechs und beim Vollzug der Ehe neun Jahre alt.[4](...)

#PEGIDA #AufDieStraße #Islamisierung #Aufschrei #Mundaufmachen",NULL,"2015-10-24 15:03:29",0
118,3,"(...)Saarland-Ministerpräsidentin: Müssen verhindern, das Migranten mehrfach Geld beziehen - In einem aktuellen Hilferuf erklärte die saarländische Ministerpräsidentin Annegret Kramp-Karrenbauer (CDU), wie es möglich ist, dass Asylbewerber mehrfach Geld vom Staat beziehen.(...)

Einmal mit Profis arbeiten.......... Wir zitieren mal wieder unseren Horst und erweitern seine Aussage:

""Wir werden von Wahnsinnigen und Dilettanten regiert!!!!""

Viele der #Sozialtouristen die nach #Germoney kommen, wissen ganz genau, wie sie aus der #Beutegesellschaft so viel wie möglich herausholen, Simsalabim, das fällt Frau KK ja verdammt zeitig auf. 

(...)Weil die Registrierung ein einziges Chaos sei und die Behörden verschiedene Systeme benutzen, könnten sich Migranten mehrfach anmelden und abkassieren, beschrieb die Regierungschefin des Saarlands gegenüber dem Focus.

Im Saarland würden Fingerabdrücke genommen, „so dass wir sehen, wer schon mal bei uns aufgetaucht ist“, so die Politikerin. „Leider aber können wir dies nicht abgleichen mit anderen Systemen in Deutschland, geschweige denn in Europa.“
Mehrfach Anträge sind möglich.

Die Daten aller Leistungsbezieher müssten miteinander vernetzt werden, schlägt sie vor. „Dies verhindert, dass jemand doppelt Leistungen erhält. So haben wir im Saarland bei der Erstaufnahme von Flüchtlingen beispielsweise festgestellt, dass manche sich aus der Warteschlange verabschiedet haben, weil wir Fingerabdrücke nehmen.“(...)

#PEGIDA #Simsalabim #AufDieStraße #MontagIstPegidaTag #Absurdistan",NULL,"2015-10-24 19:05:39",0
119,3,"Passend zum letzten Beitrag, habt einen schönen Samstagabend! (y)

Ach ja, dass neue ""Motto"" für Montag lautet:

JEDER bringt 10 mit! (y)

www.wiedenroth-karikatur.de

""Hetze"", ""Stimmungsmache"" und ""Hasser"": Das Kampfvokabular der Gesinnungsethik. 

#PEGIDA #Wiedenroth #AufDieStraße #MontagIstPegidaTag #JederBringt10Mit",NULL,"2015-10-24 21:51:46",0
120,3,"Helfen PFLICHT! 

Bitte teilen! 

#StammzellenGesucht #Help #PEGIDAwirkt #PEGIDA #MontagIstPegidaTag 

http://m.dresden-fernsehen.de/Aktuell/Artikel/1400237/Stammzellspender-fuer-die-Zwillinge-Kenny-und-Ricky-aus-Freital-gesucht/",NULL,"2015-10-24 22:31:28",0
